merchant,month,choiceA,theta,dfee,lagA,Lprev,initA,dfee_bar
37,10,0,-1.27901038716815,-0.0465513252827167,0,-1,0,0.373308808915364
38,1,1,1.74379647678198,0.682239113442484,,,1,0.373308808915364
38,2,1,1.74379647678198,-0.787840965873284,1,1,1,0.373308808915364
38,3,1,1.74379647678198,-0.142233808902502,1,1,1,0.373308808915364
38,4,1,1.74379647678198,-0.0418088074788011,1,1,1,0.373308808915364
38,5,1,1.74379647678198,-0.755101798008443,1,1,1,0.373308808915364
38,6,1,1.74379647678198,1.58346197237242,1,1,1,0.373308808915364
38,7,1,1.74379647678198,1.33305855804674,1,1,1,0.373308808915364
38,8,1,1.74379647678198,1.25974145783948,1,1,1,0.373308808915364
38,9,0,1.74379647678198,0.648123692998253,1,1,1,0.373308808915364
38,10,1,1.74379647678198,-0.0465513252827167,0,-1,1,0.373308808915364
39,1,1,0.122996605704986,0.682239113442484,,,1,0.373308808915364
39,2,1,0.122996605704986,-0.787840965873284,1,1,1,0.373308808915364
39,3,1,0.122996605704986,-0.142233808902502,1,1,1,0.373308808915364
39,4,1,0.122996605704986,-0.0418088074788011,1,1,1,0.373308808915364
39,5,1,0.122996605704986,-0.755101798008443,1,1,1,0.373308808915364
39,6,1,0.122996605704986,1.58346197237242,1,1,1,0.373308808915364
39,7,1,0.122996605704986,1.33305855804674,1,1,1,0.373308808915364
39,8,0,0.122996605704986,1.25974145783948,1,1,1,0.373308808915364
39,9,1,0.122996605704986,0.648123692998253,0,-1,1,0.373308808915364
39,10,1,0.122996605704986,-0.0465513252827167,1,1,1,0.373308808915364
40,1,0,0.592874653070342,0.682239113442484,,,0,0.373308808915364
40,2,1,0.592874653070342,-0.787840965873284,0,-1,0,0.373308808915364
40,3,1,0.592874653070342,-0.142233808902502,1,1,0,0.373308808915364
40,4,0,0.592874653070342,-0.0418088074788011,1,1,0,0.373308808915364
40,5,1,0.592874653070342,-0.755101798008443,0,-1,0,0.373308808915364
40,6,1,0.592874653070342,1.58346197237242,1,1,0,0.373308808915364
40,7,1,0.592874653070342,1.33305855804674,1,1,0,0.373308808915364
40,8,1,0.592874653070342,1.25974145783948,1,1,0,0.373308808915364
40,9,1,0.592874653070342,0.648123692998253,1,1,0,0.373308808915364
40,10,1,0.592874653070342,-0.0465513252827167,1,1,0,0.373308808915364
41,1,1,-1.14587622319613,0.682239113442484,,,1,0.373308808915364
41,2,0,-1.14587622319613,-0.787840965873284,1,1,1,0.373308808915364
41,3,0,-1.14587622319613,-0.142233808902502,0,-1,1,0.373308808915364
41,4,1,-1.14587622319613,-0.0418088074788011,0,-1,1,0.373308808915364
41,5,1,-1.14587622319613,-0.755101798008443,1,1,1,0.373308808915364
41,6,0,-1.14587622319613,1.58346197237242,1,1,1,0.373308808915364
41,7,0,-1.14587622319613,1.33305855804674,0,-1,1,0.373308808915364
41,8,0,-1.14587622319613,1.25974145783948,0,-1,1,0.373308808915364
41,9,0,-1.14587622319613,0.648123692998253,0,-1,1,0.373308808915364
41,10,0,-1.14587622319613,-0.0465513252827167,0,-1,1,0.373308808915364
42,1,0,-2.15959497190329,0.682239113442484,,,0,0.373308808915364
42,2,0,-2.15959497190329,-0.787840965873284,0,-1,0,0.373308808915364
42,3,0,-2.15959497190329,-0.142233808902502,0,-1,0,0.373308808915364
42,4,0,-2.15959497190329,-0.0418088074788011,0,-1,0,0.373308808915364
42,5,0,-2.15959497190329,-0.755101798008443,0,-1,0,0.373308808915364
42,6,0,-2.15959497190329,1.58346197237242,0,-1,0,0.373308808915364
42,7,0,-2.15959497190329,1.33305855804674,0,-1,0,0.373308808915364
42,8,0,-2.15959497190329,1.25974145783948,0,-1,0,0.373308808915364
42,9,0,-2.15959497190329,0.648123692998253,0,-1,0,0.373308808915364
42,10,0,-2.15959497190329,-0.0465513252827167,0,-1,0,0.373308808915364
43,1,1,0.77823500402426,0.682239113442484,,,1,0.373308808915364
43,2,0,0.77823500402426,-0.787840965873284,1,1,1,0.373308808915364
43,3,1,0.77823500402426,-0.142233808902502,0,-1,1,0.373308808915364
43,4,1,0.77823500402426,-0.0418088074788011,1,1,1,0.373308808915364
43,5,1,0.77823500402426,-0.755101798008443,1,1,1,0.373308808915364
43,6,1,0.77823500402426,1.58346197237242,1,1,1,0.373308808915364
43,7,0,0.77823500402426,1.33305855804674,1,1,1,0.373308808915364
43,8,0,0.77823500402426,1.25974145783948,0,-1,1,0.373308808915364
43,9,0,0.77823500402426,0.648123692998253,0,-1,1,0.373308808915364
43,10,0,0.77823500402426,-0.0465513252827167,0,-1,1,0.373308808915364
44,1,0,-0.516640558709176,0.682239113442484,,,0,0.373308808915364
44,2,0,-0.516640558709176,-0.787840965873284,0,-1,0,0.373308808915364
44,3,0,-0.516640558709176,-0.142233808902502,0,-1,0,0.373308808915364
44,4,0,-0.516640558709176,-0.0418088074788011,0,-1,0,0.373308808915364
44,5,0,-0.516640558709176,-0.755101798008443,0,-1,0,0.373308808915364
44,6,0,-0.516640558709176,1.58346197237242,0,-1,0,0.373308808915364
44,7,0,-0.516640558709176,1.33305855804674,0,-1,0,0.373308808915364
44,8,0,-0.516640558709176,1.25974145783948,0,-1,0,0.373308808915364
44,9,0,-0.516640558709176,0.648123692998253,0,-1,0,0.373308808915364
44,10,1,-0.516640558709176,-0.0465513252827167,0,-1,0,0.373308808915364
45,1,0,-1.46627359205057,0.682239113442484,,,0,0.373308808915364
45,2,0,-1.46627359205057,-0.787840965873284,0,-1,0,0.373308808915364
45,3,0,-1.46627359205057,-0.142233808902502,0,-1,0,0.373308808915364
45,4,0,-1.46627359205057,-0.0418088074788011,0,-1,0,0.373308808915364
45,5,1,-1.46627359205057,-0.755101798008443,0,-1,0,0.373308808915364
45,6,0,-1.46627359205057,1.58346197237242,1,1,0,0.373308808915364
45,7,0,-1.46627359205057,1.33305855804674,0,-1,0,0.373308808915364
45,8,0,-1.46627359205057,1.25974145783948,0,-1,0,0.373308808915364
45,9,0,-1.46627359205057,0.648123692998253,0,-1,0,0.373308808915364
45,10,0,-1.46627359205057,-0.0465513252827167,0,-1,0,0.373308808915364
46,1,1,0.0254518827465256,0.682239113442484,,,1,0.373308808915364
46,2,1,0.0254518827465256,-0.787840965873284,1,1,1,0.373308808915364
46,3,1,0.0254518827465256,-0.142233808902502,1,1,1,0.373308808915364
46,4,1,0.0254518827465256,-0.0418088074788011,1,1,1,0.373308808915364
46,5,1,0.0254518827465256,-0.755101798008443,1,1,1,0.373308808915364
46,6,0,0.0254518827465256,1.58346197237242,1,1,1,0.373308808915364
46,7,0,0.0254518827465256,1.33305855804674,0,-1,1,0.373308808915364
46,8,1,0.0254518827465256,1.25974145783948,0,-1,1,0.373308808915364
46,9,1,0.0254518827465256,0.648123692998253,1,1,1,0.373308808915364
46,10,0,0.0254518827465256,-0.0465513252827167,1,1,1,0.373308808915364
47,1,0,1.23462850805863,0.682239113442484,,,0,0.373308808915364
47,2,1,1.23462850805863,-0.787840965873284,0,-1,0,0.373308808915364
47,3,1,1.23462850805863,-0.142233808902502,1,1,0,0.373308808915364
47,4,1,1.23462850805863,-0.0418088074788011,1,1,0,0.373308808915364
47,5,1,1.23462850805863,-0.755101798008443,1,1,0,0.373308808915364
47,6,1,1.23462850805863,1.58346197237242,1,1,0,0.373308808915364
47,7,1,1.23462850805863,1.33305855804674,1,1,0,0.373308808915364
47,8,1,1.23462850805863,1.25974145783948,1,1,0,0.373308808915364
47,9,1,1.23462850805863,0.648123692998253,1,1,0,0.373308808915364
47,10,1,1.23462850805863,-0.0465513252827167,1,1,0,0.373308808915364
48,1,1,1.23460609334011,0.682239113442484,,,1,0.373308808915364
48,2,1,1.23460609334011,-0.787840965873284,1,1,1,0.373308808915364
48,3,1,1.23460609334011,-0.142233808902502,1,1,1,0.373308808915364
48,4,1,1.23460609334011,-0.0418088074788011,1,1,1,0.373308808915364
48,5,1,1.23460609334011,-0.755101798008443,1,1,1,0.373308808915364
48,6,1,1.23460609334011,1.58346197237242,1,1,1,0.373308808915364
48,7,1,1.23460609334011,1.33305855804674,1,1,1,0.373308808915364
48,8,1,1.23460609334011,1.25974145783948,1,1,1,0.373308808915364
48,9,1,1.23460609334011,0.648123692998253,1,1,1,0.373308808915364
48,10,1,1.23460609334011,-0.0465513252827167,1,1,1,0.373308808915364
49,1,1,1.43674045917966,0.682239113442484,,,1,0.373308808915364
49,2,1,1.43674045917966,-0.787840965873284,1,1,1,0.373308808915364
49,3,1,1.43674045917966,-0.142233808902502,1,1,1,0.373308808915364
49,4,1,1.43674045917966,-0.0418088074788011,1,1,1,0.373308808915364
49,5,1,1.43674045917966,-0.755101798008443,1,1,1,0.373308808915364
49,6,1,1.43674045917966,1.58346197237242,1,1,1,0.373308808915364
49,7,1,1.43674045917966,1.33305855804674,1,1,1,0.373308808915364
49,8,1,1.43674045917966,1.25974145783948,1,1,1,0.373308808915364
49,9,1,1.43674045917966,0.648123692998253,1,1,1,0.373308808915364
49,10,0,1.43674045917966,-0.0465513252827167,1,1,1,0.373308808915364
50,1,1,-0.533832851084655,0.682239113442484,,,1,0.373308808915364
50,2,1,-0.533832851084655,-0.787840965873284,1,1,1,0.373308808915364
50,3,1,-0.533832851084655,-0.142233808902502,1,1,1,0.373308808915364
50,4,1,-0.533832851084655,-0.0418088074788011,1,1,1,0.373308808915364
50,5,1,-0.533832851084655,-0.755101798008443,1,1,1,0.373308808915364
50,6,0,-0.533832851084655,1.58346197237242,1,1,1,0.373308808915364
50,7,0,-0.533832851084655,1.33305855804674,0,-1,1,0.373308808915364
50,8,0,-0.533832851084655,1.25974145783948,0,-1,1,0.373308808915364
50,9,1,-0.533832851084655,0.648123692998253,0,-1,1,0.373308808915364
50,10,1,-0.533832851084655,-0.0465513252827167,1,1,1,0.373308808915364
51,1,1,1.53920933199849,0.682239113442484,,,1,0.373308808915364
51,2,1,1.53920933199849,-0.787840965873284,1,1,1,0.373308808915364
51,3,1,1.53920933199849,-0.142233808902502,1,1,1,0.373308808915364
51,4,1,1.53920933199849,-0.0418088074788011,1,1,1,0.373308808915364
51,5,1,1.53920933199849,-0.755101798008443,1,1,1,0.373308808915364
51,6,1,1.53920933199849,1.58346197237242,1,1,1,0.373308808915364
51,7,1,1.53920933199849,1.33305855804674,1,1,1,0.373308808915364
51,8,1,1.53920933199849,1.25974145783948,1,1,1,0.373308808915364
51,9,1,1.53920933199849,0.648123692998253,1,1,1,0.373308808915364
51,10,1,1.53920933199849,-0.0465513252827167,1,1,1,0.373308808915364
52,1,1,-0.0432839836543011,0.682239113442484,,,1,0.373308808915364
52,2,0,-0.0432839836543011,-0.787840965873284,1,1,1,0.373308808915364
52,3,0,-0.0432839836543011,-0.142233808902502,0,-1,1,0.373308808915364
52,4,0,-0.0432839836543011,-0.0418088074788011,0,-1,1,0.373308808915364
52,5,0,-0.0432839836543011,-0.755101798008443,0,-1,1,0.373308808915364
52,6,0,-0.0432839836543011,1.58346197237242,0,-1,1,0.373308808915364
52,7,0,-0.0432839836543011,1.33305855804674,0,-1,1,0.373308808915364
52,8,0,-0.0432839836543011,1.25974145783948,0,-1,1,0.373308808915364
52,9,0,-0.0432839836543011,0.648123692998253,0,-1,1,0.373308808915364
52,10,0,-0.0432839836543011,-0.0465513252827167,0,-1,1,0.373308808915364
53,1,0,0.266475187931668,0.682239113442484,,,0,0.373308808915364
53,2,1,0.266475187931668,-0.787840965873284,0,-1,0,0.373308808915364
53,3,0,0.266475187931668,-0.142233808902502,1,1,0,0.373308808915364
53,4,1,0.266475187931668,-0.0418088074788011,0,-1,0,0.373308808915364
53,5,1,0.266475187931668,-0.755101798008443,1,1,0,0.373308808915364
53,6,1,0.266475187931668,1.58346197237242,1,1,0,0.373308808915364
53,7,0,0.266475187931668,1.33305855804674,1,1,0,0.373308808915364
53,8,0,0.266475187931668,1.25974145783948,0,-1,0,0.373308808915364
53,9,0,0.266475187931668,0.648123692998253,0,-1,0,0.373308808915364
53,10,0,0.266475187931668,-0.0465513252827167,0,-1,0,0.373308808915364
54,1,1,1.86928914899738,0.682239113442484,,,1,0.373308808915364
54,2,1,1.86928914899738,-0.787840965873284,1,1,1,0.373308808915364
54,3,1,1.86928914899738,-0.142233808902502,1,1,1,0.373308808915364
54,4,1,1.86928914899738,-0.0418088074788011,1,1,1,0.373308808915364
54,5,1,1.86928914899738,-0.755101798008443,1,1,1,0.373308808915364
54,6,1,1.86928914899738,1.58346197237242,1,1,1,0.373308808915364
54,7,1,1.86928914899738,1.33305855804674,1,1,1,0.373308808915364
54,8,1,1.86928914899738,1.25974145783948,1,1,1,0.373308808915364
54,9,1,1.86928914899738,0.648123692998253,1,1,1,0.373308808915364
54,10,1,1.86928914899738,-0.0465513252827167,1,1,1,0.373308808915364
55,1,1,1.02277326836364,0.682239113442484,,,1,0.373308808915364
55,2,0,1.02277326836364,-0.787840965873284,1,1,1,0.373308808915364
55,3,0,1.02277326836364,-0.142233808902502,0,-1,1,0.373308808915364
55,4,1,1.02277326836364,-0.0418088074788011,0,-1,1,0.373308808915364
55,5,1,1.02277326836364,-0.755101798008443,1,1,1,0.373308808915364
55,6,1,1.02277326836364,1.58346197237242,1,1,1,0.373308808915364
55,7,1,1.02277326836364,1.33305855804674,1,1,1,0.373308808915364
55,8,0,1.02277326836364,1.25974145783948,1,1,1,0.373308808915364
55,9,0,1.02277326836364,0.648123692998253,0,-1,1,0.373308808915364
55,10,0,1.02277326836364,-0.0465513252827167,0,-1,1,0.373308808915364
56,1,0,0.0786826560297672,0.682239113442484,,,0,0.373308808915364
56,2,1,0.0786826560297672,-0.787840965873284,0,-1,0,0.373308808915364
56,3,1,0.0786826560297672,-0.142233808902502,1,1,0,0.373308808915364
56,4,1,0.0786826560297672,-0.0418088074788011,1,1,0,0.373308808915364
56,5,1,0.0786826560297672,-0.755101798008443,1,1,0,0.373308808915364
56,6,0,0.0786826560297672,1.58346197237242,1,1,0,0.373308808915364
56,7,0,0.0786826560297672,1.33305855804674,0,-1,0,0.373308808915364
56,8,0,0.0786826560297672,1.25974145783948,0,-1,0,0.373308808915364
56,9,0,0.0786826560297672,0.648123692998253,0,-1,0,0.373308808915364
56,10,1,0.0786826560297672,-0.0465513252827167,0,-1,0,0.373308808915364
57,1,1,1.86102788155945,0.682239113442484,,,1,0.373308808915364
57,2,1,1.86102788155945,-0.787840965873284,1,1,1,0.373308808915364
57,3,1,1.86102788155945,-0.142233808902502,1,1,1,0.373308808915364
57,4,1,1.86102788155945,-0.0418088074788011,1,1,1,0.373308808915364
57,5,1,1.86102788155945,-0.755101798008443,1,1,1,0.373308808915364
57,6,1,1.86102788155945,1.58346197237242,1,1,1,0.373308808915364
57,7,1,1.86102788155945,1.33305855804674,1,1,1,0.373308808915364
57,8,1,1.86102788155945,1.25974145783948,1,1,1,0.373308808915364
57,9,1,1.86102788155945,0.648123692998253,1,1,1,0.373308808915364
57,10,0,1.86102788155945,-0.0465513252827167,1,1,1,0.373308808915364
58,1,0,-0.57136791965665,0.682239113442484,,,0,0.373308808915364
58,2,0,-0.57136791965665,-0.787840965873284,0,-1,0,0.373308808915364
58,3,0,-0.57136791965665,-0.142233808902502,0,-1,0,0.373308808915364
58,4,1,-0.57136791965665,-0.0418088074788011,0,-1,0,0.373308808915364
58,5,1,-0.57136791965665,-0.755101798008443,1,1,0,0.373308808915364
58,6,0,-0.57136791965665,1.58346197237242,1,1,0,0.373308808915364
58,7,0,-0.57136791965665,1.33305855804674,0,-1,0,0.373308808915364
58,8,0,-0.57136791965665,1.25974145783948,0,-1,0,0.373308808915364
58,9,0,-0.57136791965665,0.648123692998253,0,-1,0,0.373308808915364
58,10,0,-0.57136791965665,-0.0465513252827167,0,-1,0,0.373308808915364
59,1,0,-1.14555994937897,0.682239113442484,,,0,0.373308808915364
59,2,0,-1.14555994937897,-0.787840965873284,0,-1,0,0.373308808915364
59,3,0,-1.14555994937897,-0.142233808902502,0,-1,0,0.373308808915364
59,4,0,-1.14555994937897,-0.0418088074788011,0,-1,0,0.373308808915364
59,5,0,-1.14555994937897,-0.755101798008443,0,-1,0,0.373308808915364
59,6,0,-1.14555994937897,1.58346197237242,0,-1,0,0.373308808915364
59,7,0,-1.14555994937897,1.33305855804674,0,-1,0,0.373308808915364
59,8,0,-1.14555994937897,1.25974145783948,0,-1,0,0.373308808915364
59,9,0,-1.14555994937897,0.648123692998253,0,-1,0,0.373308808915364
59,10,0,-1.14555994937897,-0.0465513252827167,0,-1,0,0.373308808915364
60,1,1,0.502523937894267,0.682239113442484,,,1,0.373308808915364
60,2,1,0.502523937894267,-0.787840965873284,1,1,1,0.373308808915364
60,3,1,0.502523937894267,-0.142233808902502,1,1,1,0.373308808915364
60,4,1,0.502523937894267,-0.0418088074788011,1,1,1,0.373308808915364
60,5,1,0.502523937894267,-0.755101798008443,1,1,1,0.373308808915364
60,6,1,0.502523937894267,1.58346197237242,1,1,1,0.373308808915364
60,7,1,0.502523937894267,1.33305855804674,1,1,1,0.373308808915364
60,8,1,0.502523937894267,1.25974145783948,1,1,1,0.373308808915364
60,9,1,0.502523937894267,0.648123692998253,1,1,1,0.373308808915364
60,10,1,0.502523937894267,-0.0465513252827167,1,1,1,0.373308808915364
61,1,0,0.0822024840656949,0.682239113442484,,,0,0.373308808915364
61,2,1,0.0822024840656949,-0.787840965873284,0,-1,0,0.373308808915364
61,3,1,0.0822024840656949,-0.142233808902502,1,1,0,0.373308808915364
61,4,1,0.0822024840656949,-0.0418088074788011,1,1,0,0.373308808915364
61,5,1,0.0822024840656949,-0.755101798008443,1,1,0,0.373308808915364
61,6,1,0.0822024840656949,1.58346197237242,1,1,0,0.373308808915364
61,7,1,0.0822024840656949,1.33305855804674,1,1,0,0.373308808915364
61,8,0,0.0822024840656949,1.25974145783948,1,1,0,0.373308808915364
61,9,0,0.0822024840656949,0.648123692998253,0,-1,0,0.373308808915364
61,10,1,0.0822024840656949,-0.0465513252827167,0,-1,0,0.373308808915364
62,1,0,-0.0972112235421562,0.682239113442484,,,0,0.373308808915364
62,2,0,-0.0972112235421562,-0.787840965873284,0,-1,0,0.373308808915364
62,3,1,-0.0972112235421562,-0.142233808902502,0,-1,0,0.373308808915364
62,4,1,-0.0972112235421562,-0.0418088074788011,1,1,0,0.373308808915364
62,5,1,-0.0972112235421562,-0.755101798008443,1,1,0,0.373308808915364
62,6,0,-0.0972112235421562,1.58346197237242,1,1,0,0.373308808915364
62,7,0,-0.0972112235421562,1.33305855804674,0,-1,0,0.373308808915364
62,8,1,-0.0972112235421562,1.25974145783948,0,-1,0,0.373308808915364
62,9,1,-0.0972112235421562,0.648123692998253,1,1,0,0.373308808915364
62,10,1,-0.0972112235421562,-0.0465513252827167,1,1,0,0.373308808915364
63,1,1,-0.538742774832024,0.682239113442484,,,1,0.373308808915364
63,2,1,-0.538742774832024,-0.787840965873284,1,1,1,0.373308808915364
63,3,1,-0.538742774832024,-0.142233808902502,1,1,1,0.373308808915364
63,4,1,-0.538742774832024,-0.0418088074788011,1,1,1,0.373308808915364
63,5,0,-0.538742774832024,-0.755101798008443,1,1,1,0.373308808915364
63,6,0,-0.538742774832024,1.58346197237242,0,-1,1,0.373308808915364
63,7,1,-0.538742774832024,1.33305855804674,0,-1,1,0.373308808915364
63,8,0,-0.538742774832024,1.25974145783948,1,1,1,0.373308808915364
63,9,0,-0.538742774832024,0.648123692998253,0,-1,1,0.373308808915364
63,10,0,-0.538742774832024,-0.0465513252827167,0,-1,1,0.373308808915364
64,1,0,-1.22405284041944,0.682239113442484,,,0,0.373308808915364
64,2,0,-1.22405284041944,-0.787840965873284,0,-1,0,0.373308808915364
64,3,0,-1.22405284041944,-0.142233808902502,0,-1,0,0.373308808915364
64,4,0,-1.22405284041944,-0.0418088074788011,0,-1,0,0.373308808915364
64,5,1,-1.22405284041944,-0.755101798008443,0,-1,0,0.373308808915364
64,6,0,-1.22405284041944,1.58346197237242,1,1,0,0.373308808915364
64,7,1,-1.22405284041944,1.33305855804674,0,-1,0,0.373308808915364
64,8,1,-1.22405284041944,1.25974145783948,1,1,0,0.373308808915364
64,9,0,-1.22405284041944,0.648123692998253,1,1,0,0.373308808915364
64,10,0,-1.22405284041944,-0.0465513252827167,0,-1,0,0.373308808915364
65,1,0,1.67486293591323,0.682239113442484,,,0,0.373308808915364
65,2,1,1.67486293591323,-0.787840965873284,0,-1,0,0.373308808915364
65,3,0,1.67486293591323,-0.142233808902502,1,1,0,0.373308808915364
65,4,1,1.67486293591323,-0.0418088074788011,0,-1,0,0.373308808915364
65,5,0,1.67486293591323,-0.755101798008443,1,1,0,0.373308808915364
65,6,1,1.67486293591323,1.58346197237242,0,-1,0,0.373308808915364
65,7,0,1.67486293591323,1.33305855804674,1,1,0,0.373308808915364
65,8,1,1.67486293591323,1.25974145783948,0,-1,0,0.373308808915364
65,9,0,1.67486293591323,0.648123692998253,1,1,0,0.373308808915364
65,10,1,1.67486293591323,-0.0465513252827167,0,-1,0,0.373308808915364
66,1,0,-2.32567936575872,0.682239113442484,,,0,0.373308808915364
66,2,0,-2.32567936575872,-0.787840965873284,0,-1,0,0.373308808915364
66,3,1,-2.32567936575872,-0.142233808902502,0,-1,0,0.373308808915364
66,4,0,-2.32567936575872,-0.0418088074788011,1,1,0,0.373308808915364
66,5,0,-2.32567936575872,-0.755101798008443,0,-1,0,0.373308808915364
66,6,0,-2.32567936575872,1.58346197237242,0,-1,0,0.373308808915364
66,7,0,-2.32567936575872,1.33305855804674,0,-1,0,0.373308808915364
66,8,0,-2.32567936575872,1.25974145783948,0,-1,0,0.373308808915364
66,9,1,-2.32567936575872,0.648123692998253,0,-1,0,0.373308808915364
66,10,0,-2.32567936575872,-0.0465513252827167,1,1,0,0.373308808915364
67,1,1,1.63129690958784,0.682239113442484,,,1,0.373308808915364
67,2,1,1.63129690958784,-0.787840965873284,1,1,1,0.373308808915364
67,3,1,1.63129690958784,-0.142233808902502,1,1,1,0.373308808915364
67,4,1,1.63129690958784,-0.0418088074788011,1,1,1,0.373308808915364
